"EventID","MachineName","Data","Index","Category","CategoryNumber","EntryType","Message","Source","ReplacementStrings","InstanceId","TimeGenerated","TimeWritten","UserName","Site","Container"
"4798","LAPTOP-OBSQ0AE2","System.Byte[]","337948","(13824)","13824","SuccessAudit","A user's local group membership was enumerated.

Subject:
	Security ID:		S-1-5-18
	Account Name:		LAPTOP-OBSQ0AE2$
	Account Domain:		WORKGROUP
	Logon ID:		0x3e7

User:
	Security ID:		S-1-5-21-3180984354-2014446864-1325276698-500
	Account Name:		Administrator
	Account Domain:		LAPTOP-OBSQ0AE2

Process Information:
	Process ID:		0x5b8
	Process Name:		C:\Windows\System32\svchost.exe","Microsoft-Windows-Security-Auditing","System.String[]","4798","28-05-2026 14:47:23","28-05-2026 14:47:23",,,
"4798","LAPTOP-OBSQ0AE2","System.Byte[]","337947","(13824)","13824","SuccessAudit","A user's local group membership was enumerated.

Subject:
	Security ID:		S-1-5-18
	Account Name:		LAPTOP-OBSQ0AE2$
	Account Domain:		WORKGROUP
	Logon ID:		0x3e7

User:
	Security ID:		S-1-5-21-3180984354-2014446864-1325276698-1001
	Account Name:		Asus
	Account Domain:		LAPTOP-OBSQ0AE2

Process Information:
	Process ID:		0x5b8
	Process Name:		C:\Windows\System32\svchost.exe","Microsoft-Windows-Security-Auditing","System.String[]","4798","28-05-2026 14:47:23","28-05-2026 14:47:23",,,
"4798","LAPTOP-OBSQ0AE2","System.Byte[]","337946","(13824)","13824","SuccessAudit","A user's local group membership was enumerated.

Subject:
	Security ID:		S-1-5-18
	Account Name:		LAPTOP-OBSQ0AE2$
	Account Domain:		WORKGROUP
	Logon ID:		0x3e7

User:
	Security ID:		S-1-5-21-3180984354-2014446864-1325276698-500
	Account Name:		Administrator
	Account Domain:		LAPTOP-OBSQ0AE2

Process Information:
	Process ID:		0x5b8
	Process Name:		C:\Windows\System32\svchost.exe","Microsoft-Windows-Security-Auditing","System.String[]","4798","28-05-2026 14:47:23","28-05-2026 14:47:23",,,
"4798","LAPTOP-OBSQ0AE2","System.Byte[]","337945","(13824)","13824","SuccessAudit","A user's local group membership was enumerated.

Subject:
	Security ID:		S-1-5-18
	Account Name:		LAPTOP-OBSQ0AE2$
	Account Domain:		WORKGROUP
	Logon ID:		0x3e7

User:
	Security ID:		S-1-5-21-3180984354-2014446864-1325276698-1001
	Account Name:		Asus
	Account Domain:		LAPTOP-OBSQ0AE2

Process Information:
	Process ID:		0x5b8
	Process Name:		C:\Windows\System32\svchost.exe","Microsoft-Windows-Security-Auditing","System.String[]","4798","28-05-2026 14:46:44","28-05-2026 14:46:44",,,
"4798","LAPTOP-OBSQ0AE2","System.Byte[]","337944","(13824)","13824","SuccessAudit","A user's local group membership was enumerated.

Subject:
	Security ID:		S-1-5-18
	Account Name:		LAPTOP-OBSQ0AE2$
	Account Domain:		WORKGROUP
	Logon ID:		0x3e7

User:
	Security ID:		S-1-5-21-3180984354-2014446864-1325276698-500
	Account Name:		Administrator
	Account Domain:		LAPTOP-OBSQ0AE2

Process Information:
	Process ID:		0x5b8
	Process Name:		C:\Windows\System32\svchost.exe","Microsoft-Windows-Security-Auditing","System.String[]","4798","28-05-2026 14:46:44","28-05-2026 14:46:44",,,
"4798","LAPTOP-OBSQ0AE2","System.Byte[]","337943","(13824)","13824","SuccessAudit","A user's local group membership was enumerated.

Subject:
	Security ID:		S-1-5-18
	Account Name:		LAPTOP-OBSQ0AE2$
	Account Domain:		WORKGROUP
	Logon ID:		0x3e7

User:
	Security ID:		S-1-5-21-3180984354-2014446864-1325276698-1001
	Account Name:		Asus
	Account Domain:		LAPTOP-OBSQ0AE2

Process Information:
	Process ID:		0x5b8
	Process Name:		C:\Windows\System32\svchost.exe","Microsoft-Windows-Security-Auditing","System.String[]","4798","28-05-2026 14:46:44","28-05-2026 14:46:44",,,
"4798","LAPTOP-OBSQ0AE2","System.Byte[]","337942","(13824)","13824","SuccessAudit","A user's local group membership was enumerated.

Subject:
	Security ID:		S-1-5-18
	Account Name:		LAPTOP-OBSQ0AE2$
	Account Domain:		WORKGROUP
	Logon ID:		0x3e7

User:
	Security ID:		S-1-5-21-3180984354-2014446864-1325276698-500
	Account Name:		Administrator
	Account Domain:		LAPTOP-OBSQ0AE2

Process Information:
	Process ID:		0x5b8
	Process Name:		C:\Windows\System32\svchost.exe","Microsoft-Windows-Security-Auditing","System.String[]","4798","28-05-2026 14:46:44","28-05-2026 14:46:44",,,
"4798","LAPTOP-OBSQ0AE2","System.Byte[]","337941","(13824)","13824","SuccessAudit","A user's local group membership was enumerated.

Subject:
	Security ID:		S-1-5-18
	Account Name:		LAPTOP-OBSQ0AE2$
	Account Domain:		WORKGROUP
	Logon ID:		0x3e7

User:
	Security ID:		S-1-5-21-3180984354-2014446864-1325276698-1001
	Account Name:		Asus
	Account Domain:		LAPTOP-OBSQ0AE2

Process Information:
	Process ID:		0x5b8
	Process Name:		C:\Windows\System32\svchost.exe","Microsoft-Windows-Security-Auditing","System.String[]","4798","28-05-2026 14:46:23","28-05-2026 14:46:23",,,
"4798","LAPTOP-OBSQ0AE2","System.Byte[]","337940","(13824)","13824","SuccessAudit","A user's local group membership was enumerated.

Subject:
	Security ID:		S-1-5-18
	Account Name:		LAPTOP-OBSQ0AE2$
	Account Domain:		WORKGROUP
	Logon ID:		0x3e7

User:
	Security ID:		S-1-5-21-3180984354-2014446864-1325276698-500
	Account Name:		Administrator
	Account Domain:		LAPTOP-OBSQ0AE2

Process Information:
	Process ID:		0x5b8
	Process Name:		C:\Windows\System32\svchost.exe","Microsoft-Windows-Security-Auditing","System.String[]","4798","28-05-2026 14:46:23","28-05-2026 14:46:23",,,
"4798","LAPTOP-OBSQ0AE2","System.Byte[]","337939","(13824)","13824","SuccessAudit","A user's local group membership was enumerated.

Subject:
	Security ID:		S-1-5-18
	Account Name:		LAPTOP-OBSQ0AE2$
	Account Domain:		WORKGROUP
	Logon ID:		0x3e7

User:
	Security ID:		S-1-5-21-3180984354-2014446864-1325276698-1001
	Account Name:		Asus
	Account Domain:		LAPTOP-OBSQ0AE2

Process Information:
	Process ID:		0x5b8
	Process Name:		C:\Windows\System32\svchost.exe","Microsoft-Windows-Security-Auditing","System.String[]","4798","28-05-2026 14:46:23","28-05-2026 14:46:23",,,
"4798","LAPTOP-OBSQ0AE2","System.Byte[]","337938","(13824)","13824","SuccessAudit","A user's local group membership was enumerated.

Subject:
	Security ID:		S-1-5-18
	Account Name:		LAPTOP-OBSQ0AE2$
	Account Domain:		WORKGROUP
	Logon ID:		0x3e7

User:
	Security ID:		S-1-5-21-3180984354-2014446864-1325276698-500
	Account Name:		Administrator
	Account Domain:		LAPTOP-OBSQ0AE2

Process Information:
	Process ID:		0x5b8
	Process Name:		C:\Windows\System32\svchost.exe","Microsoft-Windows-Security-Auditing","System.String[]","4798","28-05-2026 14:46:23","28-05-2026 14:46:23",,,
"4798","LAPTOP-OBSQ0AE2","System.Byte[]","337937","(13824)","13824","SuccessAudit","A user's local group membership was enumerated.

Subject:
	Security ID:		S-1-5-18
	Account Name:		LAPTOP-OBSQ0AE2$
	Account Domain:		WORKGROUP
	Logon ID:		0x3e7

User:
	Security ID:		S-1-5-21-3180984354-2014446864-1325276698-1001
	Account Name:		Asus
	Account Domain:		LAPTOP-OBSQ0AE2

Process Information:
	Process ID:		0x5b8
	Process Name:		C:\Windows\System32\svchost.exe","Microsoft-Windows-Security-Auditing","System.String[]","4798","28-05-2026 14:45:50","28-05-2026 14:45:50",,,
"4798","LAPTOP-OBSQ0AE2","System.Byte[]","337936","(13824)","13824","SuccessAudit","A user's local group membership was enumerated.

Subject:
	Security ID:		S-1-5-18
	Account Name:		LAPTOP-OBSQ0AE2$
	Account Domain:		WORKGROUP
	Logon ID:		0x3e7

User:
	Security ID:		S-1-5-21-3180984354-2014446864-1325276698-500
	Account Name:		Administrator
	Account Domain:		LAPTOP-OBSQ0AE2

Process Information:
	Process ID:		0x5b8
	Process Name:		C:\Windows\System32\svchost.exe","Microsoft-Windows-Security-Auditing","System.String[]","4798","28-05-2026 14:45:50","28-05-2026 14:45:50",,,
"4798","LAPTOP-OBSQ0AE2","System.Byte[]","337935","(13824)","13824","SuccessAudit","A user's local group membership was enumerated.

Subject:
	Security ID:		S-1-5-18
	Account Name:		LAPTOP-OBSQ0AE2$
	Account Domain:		WORKGROUP
	Logon ID:		0x3e7

User:
	Security ID:		S-1-5-21-3180984354-2014446864-1325276698-1001
	Account Name:		Asus
	Account Domain:		LAPTOP-OBSQ0AE2

Process Information:
	Process ID:		0x5b8
	Process Name:		C:\Windows\System32\svchost.exe","Microsoft-Windows-Security-Auditing","System.String[]","4798","28-05-2026 14:45:50","28-05-2026 14:45:50",,,
"4798","LAPTOP-OBSQ0AE2","System.Byte[]","337934","(13824)","13824","SuccessAudit","A user's local group membership was enumerated.

Subject:
	Security ID:		S-1-5-18
	Account Name:		LAPTOP-OBSQ0AE2$
	Account Domain:		WORKGROUP
	Logon ID:		0x3e7

User:
	Security ID:		S-1-5-21-3180984354-2014446864-1325276698-500
	Account Name:		Administrator
	Account Domain:		LAPTOP-OBSQ0AE2

Process Information:
	Process ID:		0x5b8
	Process Name:		C:\Windows\System32\svchost.exe","Microsoft-Windows-Security-Auditing","System.String[]","4798","28-05-2026 14:45:50","28-05-2026 14:45:50",,,
"4798","LAPTOP-OBSQ0AE2","System.Byte[]","337933","(13824)","13824","SuccessAudit","A user's local group membership was enumerated.

Subject:
	Security ID:		S-1-5-18
	Account Name:		LAPTOP-OBSQ0AE2$
	Account Domain:		WORKGROUP
	Logon ID:		0x3e7

User:
	Security ID:		S-1-5-21-3180984354-2014446864-1325276698-1001
	Account Name:		Asus
	Account Domain:		LAPTOP-OBSQ0AE2

Process Information:
	Process ID:		0x5b8
	Process Name:		C:\Windows\System32\svchost.exe","Microsoft-Windows-Security-Auditing","System.String[]","4798","28-05-2026 14:45:36","28-05-2026 14:45:36",,,
"4798","LAPTOP-OBSQ0AE2","System.Byte[]","337932","(13824)","13824","SuccessAudit","A user's local group membership was enumerated.

Subject:
	Security ID:		S-1-5-18
	Account Name:		LAPTOP-OBSQ0AE2$
	Account Domain:		WORKGROUP
	Logon ID:		0x3e7

User:
	Security ID:		S-1-5-21-3180984354-2014446864-1325276698-500
	Account Name:		Administrator
	Account Domain:		LAPTOP-OBSQ0AE2

Process Information:
	Process ID:		0x5b8
	Process Name:		C:\Windows\System32\svchost.exe","Microsoft-Windows-Security-Auditing","System.String[]","4798","28-05-2026 14:45:36","28-05-2026 14:45:36",,,
"4798","LAPTOP-OBSQ0AE2","System.Byte[]","337931","(13824)","13824","SuccessAudit","A user's local group membership was enumerated.

Subject:
	Security ID:		S-1-5-18
	Account Name:		LAPTOP-OBSQ0AE2$
	Account Domain:		WORKGROUP
	Logon ID:		0x3e7

User:
	Security ID:		S-1-5-21-3180984354-2014446864-1325276698-1001
	Account Name:		Asus
	Account Domain:		LAPTOP-OBSQ0AE2

Process Information:
	Process ID:		0x5b8
	Process Name:		C:\Windows\System32\svchost.exe","Microsoft-Windows-Security-Auditing","System.String[]","4798","28-05-2026 14:45:36","28-05-2026 14:45:36",,,
"4798","LAPTOP-OBSQ0AE2","System.Byte[]","337930","(13824)","13824","SuccessAudit","A user's local group membership was enumerated.

Subject:
	Security ID:		S-1-5-18
	Account Name:		LAPTOP-OBSQ0AE2$
	Account Domain:		WORKGROUP
	Logon ID:		0x3e7

User:
	Security ID:		S-1-5-21-3180984354-2014446864-1325276698-500
	Account Name:		Administrator
	Account Domain:		LAPTOP-OBSQ0AE2

Process Information:
	Process ID:		0x5b8
	Process Name:		C:\Windows\System32\svchost.exe","Microsoft-Windows-Security-Auditing","System.String[]","4798","28-05-2026 14:45:36","28-05-2026 14:45:36",,,
"4798","LAPTOP-OBSQ0AE2","System.Byte[]","337929","(13824)","13824","SuccessAudit","A user's local group membership was enumerated.

Subject:
	Security ID:		S-1-5-18
	Account Name:		LAPTOP-OBSQ0AE2$
	Account Domain:		WORKGROUP
	Logon ID:		0x3e7

User:
	Security ID:		S-1-5-21-3180984354-2014446864-1325276698-1001
	Account Name:		Asus
	Account Domain:		LAPTOP-OBSQ0AE2

Process Information:
	Process ID:		0x5b8
	Process Name:		C:\Windows\System32\svchost.exe","Microsoft-Windows-Security-Auditing","System.String[]","4798","28-05-2026 14:45:25","28-05-2026 14:45:25",,,
"4798","LAPTOP-OBSQ0AE2","System.Byte[]","337928","(13824)","13824","SuccessAudit","A user's local group membership was enumerated.

Subject:
	Security ID:		S-1-5-18
	Account Name:		LAPTOP-OBSQ0AE2$
	Account Domain:		WORKGROUP
	Logon ID:		0x3e7

User:
	Security ID:		S-1-5-21-3180984354-2014446864-1325276698-500
	Account Name:		Administrator
	Account Domain:		LAPTOP-OBSQ0AE2

Process Information:
	Process ID:		0x5b8
	Process Name:		C:\Windows\System32\svchost.exe","Microsoft-Windows-Security-Auditing","System.String[]","4798","28-05-2026 14:45:25","28-05-2026 14:45:25",,,
"4798","LAPTOP-OBSQ0AE2","System.Byte[]","337927","(13824)","13824","SuccessAudit","A user's local group membership was enumerated.

Subject:
	Security ID:		S-1-5-18
	Account Name:		LAPTOP-OBSQ0AE2$
	Account Domain:		WORKGROUP
	Logon ID:		0x3e7

User:
	Security ID:		S-1-5-21-3180984354-2014446864-1325276698-1001
	Account Name:		Asus
	Account Domain:		LAPTOP-OBSQ0AE2

Process Information:
	Process ID:		0x5b8
	Process Name:		C:\Windows\System32\svchost.exe","Microsoft-Windows-Security-Auditing","System.String[]","4798","28-05-2026 14:45:25","28-05-2026 14:45:25",,,
"4798","LAPTOP-OBSQ0AE2","System.Byte[]","337926","(13824)","13824","SuccessAudit","A user's local group membership was enumerated.

Subject:
	Security ID:		S-1-5-18
	Account Name:		LAPTOP-OBSQ0AE2$
	Account Domain:		WORKGROUP
	Logon ID:		0x3e7

User:
	Security ID:		S-1-5-21-3180984354-2014446864-1325276698-500
	Account Name:		Administrator
	Account Domain:		LAPTOP-OBSQ0AE2

Process Information:
	Process ID:		0x5b8
	Process Name:		C:\Windows\System32\svchost.exe","Microsoft-Windows-Security-Auditing","System.String[]","4798","28-05-2026 14:45:25","28-05-2026 14:45:25",,,
"4798","LAPTOP-OBSQ0AE2","System.Byte[]","337925","(13824)","13824","SuccessAudit","A user's local group membership was enumerated.

Subject:
	Security ID:		S-1-5-18
	Account Name:		LAPTOP-OBSQ0AE2$
	Account Domain:		WORKGROUP
	Logon ID:		0x3e7

User:
	Security ID:		S-1-5-21-3180984354-2014446864-1325276698-1001
	Account Name:		Asus
	Account Domain:		LAPTOP-OBSQ0AE2

Process Information:
	Process ID:		0x5b8
	Process Name:		C:\Windows\System32\svchost.exe","Microsoft-Windows-Security-Auditing","System.String[]","4798","28-05-2026 14:45:23","28-05-2026 14:45:23",,,
"4798","LAPTOP-OBSQ0AE2","System.Byte[]","337924","(13824)","13824","SuccessAudit","A user's local group membership was enumerated.

Subject:
	Security ID:		S-1-5-18
	Account Name:		LAPTOP-OBSQ0AE2$
	Account Domain:		WORKGROUP
	Logon ID:		0x3e7

User:
	Security ID:		S-1-5-21-3180984354-2014446864-1325276698-500
	Account Name:		Administrator
	Account Domain:		LAPTOP-OBSQ0AE2

Process Information:
	Process ID:		0x5b8
	Process Name:		C:\Windows\System32\svchost.exe","Microsoft-Windows-Security-Auditing","System.String[]","4798","28-05-2026 14:45:23","28-05-2026 14:45:23",,,
"4798","LAPTOP-OBSQ0AE2","System.Byte[]","337923","(13824)","13824","SuccessAudit","A user's local group membership was enumerated.

Subject:
	Security ID:		S-1-5-18
	Account Name:		LAPTOP-OBSQ0AE2$
	Account Domain:		WORKGROUP
	Logon ID:		0x3e7

User:
	Security ID:		S-1-5-21-3180984354-2014446864-1325276698-1001
	Account Name:		Asus
	Account Domain:		LAPTOP-OBSQ0AE2

Process Information:
	Process ID:		0x5b8
	Process Name:		C:\Windows\System32\svchost.exe","Microsoft-Windows-Security-Auditing","System.String[]","4798","28-05-2026 14:45:23","28-05-2026 14:45:23",,,
"4798","LAPTOP-OBSQ0AE2","System.Byte[]","337922","(13824)","13824","SuccessAudit","A user's local group membership was enumerated.

Subject:
	Security ID:		S-1-5-18
	Account Name:		LAPTOP-OBSQ0AE2$
	Account Domain:		WORKGROUP
	Logon ID:		0x3e7

User:
	Security ID:		S-1-5-21-3180984354-2014446864-1325276698-500
	Account Name:		Administrator
	Account Domain:		LAPTOP-OBSQ0AE2

Process Information:
	Process ID:		0x5b8
	Process Name:		C:\Windows\System32\svchost.exe","Microsoft-Windows-Security-Auditing","System.String[]","4798","28-05-2026 14:45:23","28-05-2026 14:45:23",,,
